Year,YearMonth,ProductID,Name,CategoryName,SubcategoryName,Revenue,UnitsSold,Orders
2020,2020-01,720,Eco Travel Accessories,Sports & Outdoors,Travel Accessories,3162.96,24,9
2020,2020-01,721,Portable Yoga & Pilates Accessories,Sports & Outdoors,Yoga & Pilates Accessories,1125.0,9,3
2020,2020-01,722,Pro Yoga & Pilates Accessories,Sports & Outdoors,Yoga & Pilates Accessories,4088.71,29,10
2020,2020-01,723,Deluxe Outdoor Apparel,Sports & Outdoors,Outdoor Apparel,1861.72,28,8
2020,2020-01,724,Classic Travel Accessories,Sports & Outdoors,Travel Accessories,1474.02,38,11
2020,2020-01,725,Portable Outdoor Apparel,Sports & Outdoors,Outdoor Apparel,1847.88,12,5
2020,2020-01,726,Classic Camping Gear,Sports & Outdoors,Camping Gear,1387.92,8,3
2020,2020-01,727,Deluxe Fitness Equipment,Sports & Outdoors,Fitness Equipment,2953.17,33,10
2020,2020-01,728,Deluxe Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,3854.07,33,9
2020,2020-01,729,Classic Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,2960.82,18,5
2020,2020-01,730,Compact Yoga & Pilates Accessories,Sports & Outdoors,Yoga & Pilates Accessories,1938.33,27,10
2020,2020-01,731,Compact Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,6224.02,38,10
2020,2020-01,732,Premium Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,343.84,16,5
2020,2020-01,733,Pro Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,8991.01,49,12
2020,2020-01,734,Premium Winter Sports Gear,Sports & Outdoors,Winter Sports Gear,608.0,19,5
2020,2020-01,735,Portable Hiking & Trekking Gear,Sports & Outdoors,Hiking & Trekking Gear,1377.31,19,6
2020,2020-01,736,Premium Winter Sports Gear,Sports & Outdoors,Winter Sports Gear,1379.85,15,5
2020,2020-01,737,Classic Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,383.68,32,10
2020,2020-01,738,Ultra Team Sports Equipment,Sports & Outdoors,Team Sports Equipment,2279.88,12,5
2020,2020-01,739,Premium Travel Accessories,Sports & Outdoors,Travel Accessories,1879.23,37,9
2020,2020-01,740,Classic Camping Gear,Sports & Outdoors,Camping Gear,2053.59,21,7
2020,2020-01,741,Ultra Team Sports Equipment,Sports & Outdoors,Team Sports Equipment,3865.28,32,8
2020,2020-01,742,Deluxe Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,524.9,10,4
2020,2020-01,743,Compact Camping Gear,Sports & Outdoors,Camping Gear,3392.74,26,8
2020,2020-01,744,Compact Winter Sports Gear,Sports & Outdoors,Winter Sports Gear,1366.12,28,6
2020,2020-01,745,Deluxe Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,1525.72,28,8
2020,2020-01,746,Pro Fitness Equipment,Sports & Outdoors,Fitness Equipment,5779.6,40,12
2020,2020-01,747,Pro Team Sports Equipment,Sports & Outdoors,Team Sports Equipment,1684.44,36,9
2020,2020-01,748,Pro Hiking & Trekking Gear,Sports & Outdoors,Hiking & Trekking Gear,522.31,19,7
2020,2020-01,749,Portable Outdoor Apparel,Sports & Outdoors,Outdoor Apparel,3000.33,17,4
2020,2020-01,750,Portable Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,1507.71,29,10
2020,2020-01,751,Pro Winter Sports Gear,Sports & Outdoors,Winter Sports Gear,688.0,16,4
2020,2020-01,752,Compact Winter Sports Gear,Sports & Outdoors,Winter Sports Gear,2639.67,33,9
2020,2020-01,753,Premium Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,4849.75,25,5
2020,2020-01,754,Ultra Team Sports Equipment,Sports & Outdoors,Team Sports Equipment,1282.31,19,7
2020,2020-01,755,Portable Fitness Equipment,Sports & Outdoors,Fitness Equipment,2558.07,43,13
2020,2020-01,756,Portable Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,396.64,16,5
2020,2020-01,757,Compact Team Sports Equipment,Sports & Outdoors,Team Sports Equipment,1230.53,7,4
2020,2020-01,758,Classic Fitness Equipment,Sports & Outdoors,Fitness Equipment,5696.0,32,7
2020,2020-01,759,Premium Outdoor Apparel,Sports & Outdoors,Outdoor Apparel,1119.65,35,7
2020,2020-01,760,Portable Team Sports Equipment,Sports & Outdoors,Team Sports Equipment,431.82,18,6
2020,2020-01,761,Pro Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,2080.0,26,9
2020,2020-01,762,Classic Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,1006.32,8,3
2020,2020-01,763,Classic Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,1314.0,18,4
2020,2020-01,764,Eco Team Sports Equipment,Sports & Outdoors,Team Sports Equipment,1228.23,27,8
2020,2020-01,765,Deluxe Outdoor Apparel,Sports & Outdoors,Outdoor Apparel,7390.11,39,11
2020,2020-01,766,Premium Yoga & Pilates Accessories,Sports & Outdoors,Yoga & Pilates Accessories,623.74,26,8
2020,2020-01,767,Advanced Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,1984.0,16,3
2020,2020-01,768,Ultra Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,3076.83,17,5
2020,2020-01,769,Eco Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,792.0,12,5
2020,2020-01,770,Classic Hiking & Trekking Gear,Sports & Outdoors,Hiking & Trekking Gear,6259.11,39,11
2020,2020-01,771,Advanced Outdoor Apparel,Sports & Outdoors,Outdoor Apparel,701.64,36,8
2020,2020-01,772,Deluxe Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,3912.65,35,12
2020,2020-01,773,Deluxe Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,3222.0,18,4
2020,2020-01,774,Deluxe Travel Accessories,Sports & Outdoors,Travel Accessories,1764.0,28,8
2020,2020-01,775,Advanced Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,4098.96,24,6
2020,2020-01,776,Premium Camping Gear,Sports & Outdoors,Camping Gear,1043.7,30,7
2020,2020-01,777,Portable Outdoor Apparel,Sports & Outdoors,Outdoor Apparel,1555.11,9,3
2020,2020-01,778,Premium Travel Accessories,Sports & Outdoors,Travel Accessories,3524.31,19,6
2020,2020-01,779,Compact Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,1667.27,23,5
2020,2020-01,780,Compact Travel Accessories,Sports & Outdoors,Travel Accessories,528.0,24,4
2020,2020-01,781,Premium Hiking & Trekking Gear,Sports & Outdoors,Hiking & Trekking Gear,3229.59,21,5
2020,2020-01,782,Pro Fitness Equipment,Sports & Outdoors,Fitness Equipment,2184.0,13,4
2020,2020-01,783,Premium Team Sports Equipment,Sports & Outdoors,Team Sports Equipment,695.76,24,7
2020,2020-01,784,Premium Hiking & Trekking Gear,Sports & Outdoors,Hiking & Trekking Gear,1034.54,26,6
2020,2020-01,785,Premium Outdoor Apparel,Sports & Outdoors,Outdoor Apparel,2173.38,22,7
2020,2020-01,786,Portable Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,3759.6,40,8
2020,2020-01,787,Eco Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,330.0,5,2
2020,2020-01,788,Eco Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,812.0,28,5
2020,2020-01,789,Portable Hiking & Trekking Gear,Sports & Outdoors,Hiking & Trekking Gear,1492.35,15,6
2020,2020-01,790,Classic Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,2835.43,17,5
2020,2020-01,791,Compact Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,3837.25,25,9
2020,2020-01,792,Portable Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,539.6,40,11
2020,2020-01,793,Advanced Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,2737.63,37,9
2020,2020-01,794,Portable Hiking & Trekking Gear,Sports & Outdoors,Hiking & Trekking Gear,1550.53,47,11
2020,2020-01,795,Portable Team Sports Equipment,Sports & Outdoors,Team Sports Equipment,1936.0,44,9
2020,2020-01,796,Classic Camping Gear,Sports & Outdoors,Camping Gear,3620.0,20,7
2020,2020-01,797,Compact Winter Sports Gear,Sports & Outdoors,Winter Sports Gear,2735.81,19,4
2020,2020-01,798,Eco Water Sports Equipment,Sports & Outdoors,Water Sports Equipment,215.53,7,3
2020,2020-01,799,Portable Bicycles & Accessories,Sports & Outdoors,Bicycles & Accessories,4703.7,30,8
2020,2020-01,800,Pro Camping Gear,Sports & Outdoors,Camping Gear,791.85,15,5
2020,2020-02,1,Eco Formal Wear,Fashion & Apparel,Formal Wear,331.59,21,8
2020,2020-02,2,Portable Outerwear,Fashion & Apparel,Outerwear,565.0,5,1
2020,2020-02,3,Deluxe Accessories,Fashion & Apparel,Accessories,2527.84,16,3
2020,2020-02,4,Ultra Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,3289.8,20,6
2020,2020-02,5,Deluxe Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,7625.59,41,12
2020,2020-02,6,Pro T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,6803.64,36,10
2020,2020-02,7,Premium Outerwear,Fashion & Apparel,Outerwear,3464.55,45,9
2020,2020-02,8,Deluxe Activewear,Fashion & Apparel,Activewear,896.22,18,5
2020,2020-02,9,Eco Activewear,Fashion & Apparel,Activewear,1184.0,32,10
2020,2020-02,10,Eco Accessories,Fashion & Apparel,Accessories,2287.35,15,5
2020,2020-02,11,Pro Activewear,Fashion & Apparel,Activewear,3443.79,21,6
2020,2020-02,12,Pro Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,283.27,13,5
2020,2020-02,13,Classic Accessories,Fashion & Apparel,Accessories,3378.21,29,6
2020,2020-02,14,Advanced Swimwear,Fashion & Apparel,Swimwear,2383.68,32,8
2020,2020-02,15,Eco Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,374.94,6,4
2020,2020-02,16,Pro Accessories,Fashion & Apparel,Accessories,2920.77,23,5
2020,2020-02,17,Advanced Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,6655.48,52,9
2020,2020-02,18,Advanced Outerwear,Fashion & Apparel,Outerwear,3997.17,23,9
2020,2020-02,19,Ultra T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,3269.75,25,7
2020,2020-02,20,Classic Accessories,Fashion & Apparel,Accessories,1689.9,10,5
2020,2020-02,21,Advanced Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,210.0,7,3
2020,2020-02,22,Ultra Swimwear,Fashion & Apparel,Swimwear,99.58,2,1
2020,2020-02,23,Premium Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,3864.0,24,6
2020,2020-02,24,Eco Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,1980.81,39,10
2020,2020-02,25,Ultra Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,978.89,11,3
2020,2020-02,26,Eco Swimwear,Fashion & Apparel,Swimwear,2336.81,19,6
2020,2020-02,27,Compact Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,924.07,43,10
2020,2020-02,28,Advanced Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,4024.91,29,5
2020,2020-02,29,Deluxe T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,2090.0,11,4
2020,2020-02,30,Deluxe Swimwear,Fashion & Apparel,Swimwear,2700.0,18,2
2020,2020-02,31,Advanced Swimwear,Fashion & Apparel,Swimwear,603.16,4,2
2020,2020-02,32,Advanced Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,6258.0,42,8
2020,2020-02,33,Premium Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,5698.21,29,7
2020,2020-02,34,Compact Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,1964.7,30,9
2020,2020-02,35,Eco Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,1525.72,28,8
2020,2020-02,36,Compact Swimwear,Fashion & Apparel,Swimwear,1117.87,13,6
2020,2020-02,37,Classic Swimwear,Fashion & Apparel,Swimwear,1194.75,25,5
2020,2020-02,38,Classic Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,3302.0,26,6
2020,2020-02,39,Portable Accessories,Fashion & Apparel,Accessories,2519.75,25,7
2020,2020-02,40,Deluxe Activewear,Fashion & Apparel,Activewear,897.0,13,3
2020,2020-02,41,Advanced Accessories,Fashion & Apparel,Accessories,2368.59,21,6
2020,2020-02,42,Premium Accessories,Fashion & Apparel,Accessories,3169.17,23,7
2020,2020-02,43,Premium Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,1619.85,15,4
2020,2020-02,44,Classic Activewear,Fashion & Apparel,Activewear,2120.0,20,6
2020,2020-02,45,Ultra Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,1659.8,20,7
2020,2020-02,46,Compact Accessories,Fashion & Apparel,Accessories,3364.0,29,8
2020,2020-02,47,Pro Swimwear,Fashion & Apparel,Swimwear,989.89,11,3
2020,2020-02,48,Portable Activewear,Fashion & Apparel,Activewear,3666.81,19,8
2020,2020-02,49,Portable Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,3534.0,38,9
2020,2020-02,50,Ultra Swimwear,Fashion & Apparel,Swimwear,3146.0,26,7
2020,2020-02,51,Ultra Swimwear,Fashion & Apparel,Swimwear,358.47,3,1
2020,2020-02,52,Eco Outerwear,Fashion & Apparel,Outerwear,5859.6,40,11
2020,2020-02,53,Premium Formal Wear,Fashion & Apparel,Formal Wear,4939.13,37,9
2020,2020-02,54,Portable Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,294.17,23,7
2020,2020-02,55,Ultra T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,3381.0,23,7
2020,2020-02,56,Ultra Outerwear,Fashion & Apparel,Outerwear,5267.15,35,6
2020,2020-02,57,Eco Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,3197.74,26,7
2020,2020-02,58,Pro Activewear,Fashion & Apparel,Activewear,1455.8,20,6
2020,2020-02,59,Eco T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,682.0,22,6
2020,2020-02,60,Portable Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,1979.7,30,10
2020,2020-02,61,Deluxe Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,1276.0,29,7
2020,2020-02,62,Compact Formal Wear,Fashion & Apparel,Formal Wear,3561.74,26,8
2020,2020-02,63,Classic Swimwear,Fashion & Apparel,Swimwear,4928.69,31,7
2020,2020-02,64,Eco Activewear,Fashion & Apparel,Activewear,2427.43,17,5
2020,2020-02,65,Eco Swimwear,Fashion & Apparel,Swimwear,1121.89,11,3
2020,2020-02,66,Advanced Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,2643.33,17,5
2020,2020-02,67,Classic Accessories,Fashion & Apparel,Accessories,4434.96,24,6
2020,2020-02,68,Premium Outerwear,Fashion & Apparel,Outerwear,2391.84,16,6
2020,2020-02,69,Classic Outerwear,Fashion & Apparel,Outerwear,348.0,3,1
2020,2020-02,70,Compact Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,1682.78,22,9
2020,2020-02,71,Deluxe Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,1204.17,33,6
2020,2020-02,72,Ultra Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,333.98,2,1
2020,2020-02,73,Portable Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,384.78,22,6
2020,2020-02,74,Classic Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,943.84,16,4
2020,2020-02,75,Portable Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,4698.96,24,6
2020,2020-02,76,Ultra Outerwear,Fashion & Apparel,Outerwear,1742.07,33,5
2020,2020-02,77,Advanced Outerwear,Fashion & Apparel,Outerwear,1822.35,15,5
2020,2020-02,78,Advanced Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,4419.66,34,9
2020,2020-02,79,Eco Swimwear,Fashion & Apparel,Swimwear,296.85,15,8
2020,2020-02,80,Advanced Outerwear,Fashion & Apparel,Outerwear,387.25,25,5
2020,2020-02,81,Portable Formal Wear,Fashion & Apparel,Formal Wear,1217.9,10,4
2020,2020-02,82,Premium Accessories,Fashion & Apparel,Accessories,4373.38,22,5
2020,2020-02,83,Classic Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,1361.43,7,2
2020,2020-02,84,Eco Activewear,Fashion & Apparel,Activewear,2830.62,38,9
2020,2020-02,85,Eco Activewear,Fashion & Apparel,Activewear,1072.35,15,4
2020,2020-02,86,Advanced Activewear,Fashion & Apparel,Activewear,1337.38,22,6
2020,2020-02,87,Deluxe Swimwear,Fashion & Apparel,Swimwear,3161.83,17,5
2020,2020-02,88,Advanced Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,744.0,24,6
2020,2020-02,89,Classic Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,146.86,14,5
2020,2020-02,90,Portable T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,704.7,30,7
2020,2020-02,91,Pro T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,2037.0,21,6
2020,2020-02,92,Portable Outerwear,Fashion & Apparel,Outerwear,1457.88,12,3
2020,2020-02,93,Portable Swimwear,Fashion & Apparel,Swimwear,1131.0,13,4
2020,2020-02,94,Classic Activewear,Fashion & Apparel,Activewear,6549.0,37,7
2020,2020-02,95,Deluxe Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,4644.0,43,13
2020,2020-02,96,Advanced Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,270.0,6,2
2020,2020-02,97,Premium Swimwear,Fashion & Apparel,Swimwear,1022.22,18,3
2020,2020-02,98,Compact Swimwear,Fashion & Apparel,Swimwear,247.92,8,4
2020,2020-02,99,Pro Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,1082.07,33,8
2020,2020-02,100,Deluxe Accessories,Fashion & Apparel,Accessories,923.76,24,7
2020,2020-02,101,Portable Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,18.0,1,1
2020,2020-02,102,Compact Accessories,Fashion & Apparel,Accessories,3024.0,28,7
2020,2020-02,103,Compact Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,1302.32,8,2
2020,2020-02,104,Classic Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,2065.23,27,9
2020,2020-02,105,Deluxe Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,5237.64,36,12
2020,2020-02,106,Premium Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,868.41,9,3
2020,2020-02,107,Compact Outerwear,Fashion & Apparel,Outerwear,1608.0,12,3
2020,2020-02,108,Portable Activewear,Fashion & Apparel,Activewear,1420.86,14,3
2020,2020-02,109,Advanced Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2226.0,14,5
2020,2020-02,110,Ultra Activewear,Fashion & Apparel,Activewear,1870.07,43,9
2020,2020-02,111,Ultra Formal Wear,Fashion & Apparel,Formal Wear,3762.15,35,8
2020,2020-02,112,Classic Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,1037.88,12,3
2020,2020-02,113,Premium Formal Wear,Fashion & Apparel,Formal Wear,1590.0,30,8
2020,2020-02,114,Compact Outerwear,Fashion & Apparel,Outerwear,2400.0,32,9
2020,2020-02,115,Premium Accessories,Fashion & Apparel,Accessories,562.25,25,9
2020,2020-02,116,Classic Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,3314.74,26,6
2020,2020-02,117,Compact Swimwear,Fashion & Apparel,Swimwear,3128.07,33,10
2020,2020-02,118,Compact Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,4990.86,34,9
2020,2020-02,119,Eco Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,1436.22,18,4
2020,2020-02,120,Advanced Activewear,Fashion & Apparel,Activewear,1665.72,28,10
2020,2020-02,121,Portable Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,4291.63,37,9
2020,2020-02,122,Eco Accessories,Fashion & Apparel,Accessories,3484.66,34,9
2020,2020-02,123,Eco Activewear,Fashion & Apparel,Activewear,160.11,9,3
2020,2020-02,124,Compact Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,3874.0,26,7
2020,2020-02,125,Ultra Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,580.93,7,2
2020,2020-02,126,Classic Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,4732.0,28,6
2020,2020-02,127,Portable Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2023.78,22,5
2020,2020-02,128,Premium T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,443.76,24,9
2020,2020-02,129,Ultra Accessories,Fashion & Apparel,Accessories,3009.38,22,7
2020,2020-02,130,Premium Outerwear,Fashion & Apparel,Outerwear,1729.8,20,6
2020,2020-02,131,Pro Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,1101.71,29,7
2020,2020-02,132,Ultra Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,1559.17,23,7
2020,2020-02,133,Eco Outerwear,Fashion & Apparel,Outerwear,1264.0,16,5
2020,2020-02,134,Portable Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,3123.17,23,7
2020,2020-02,135,Pro Swimwear,Fashion & Apparel,Swimwear,5561.28,32,8
2020,2020-02,136,Advanced Swimwear,Fashion & Apparel,Swimwear,3150.0,21,6
2020,2020-02,137,Premium Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,1179.8,20,7
2020,2020-02,138,Deluxe Outerwear,Fashion & Apparel,Outerwear,1302.0,21,5
2020,2020-02,139,Portable Activewear,Fashion & Apparel,Activewear,756.0,18,6
2020,2020-02,140,Eco T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,1478.83,17,6
2020,2020-02,141,Advanced Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,1980.0,11,3
2020,2020-02,142,Classic Formal Wear,Fashion & Apparel,Formal Wear,615.8,20,7
2020,2020-02,143,Eco Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,2700.0,20,7
2020,2020-02,144,Deluxe Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,2861.82,18,5
2020,2020-02,145,Eco Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,752.45,5,2
2020,2020-02,146,Ultra Outerwear,Fashion & Apparel,Outerwear,407.92,8,3
2020,2020-02,147,Classic Accessories,Fashion & Apparel,Accessories,540.43,17,5
2020,2020-02,148,Portable Outerwear,Fashion & Apparel,Outerwear,1543.29,21,4
2020,2020-02,149,Ultra Swimwear,Fashion & Apparel,Swimwear,1478.83,17,6
2020,2020-02,150,Compact Outerwear,Fashion & Apparel,Outerwear,3580.0,20,5
2020,2020-02,151,Pro Formal Wear,Fashion & Apparel,Formal Wear,537.9,10,4
2020,2020-02,152,Pro Outerwear,Fashion & Apparel,Outerwear,3378.01,19,5
2020,2020-02,153,Compact Activewear,Fashion & Apparel,Activewear,3577.23,27,7
2020,2020-02,154,Classic Activewear,Fashion & Apparel,Activewear,1679.86,14,4
2020,2020-02,155,Ultra Outerwear,Fashion & Apparel,Outerwear,206.32,8,3
2020,2020-02,156,Pro Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,802.89,11,3
2020,2020-02,157,Classic Swimwear,Fashion & Apparel,Swimwear,3955.77,23,6
2020,2020-02,158,Advanced Activewear,Fashion & Apparel,Activewear,3400.62,38,9
2020,2020-02,159,Eco Swimwear,Fashion & Apparel,Swimwear,2576.0,23,5
2020,2020-02,160,Compact Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,2589.63,37,6
2020,2020-02,161,Deluxe Outerwear,Fashion & Apparel,Outerwear,1425.0,25,7
2020,2020-02,162,Ultra Formal Wear,Fashion & Apparel,Formal Wear,44.97,3,1
2020,2020-02,163,Classic Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,367.29,21,6
2020,2020-02,164,Ultra Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,1508.22,18,5
2020,2020-02,165,Portable Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,3177.72,28,10
2020,2020-02,166,Compact Activewear,Fashion & Apparel,Activewear,4179.78,22,6
2020,2020-02,167,Ultra Outerwear,Fashion & Apparel,Outerwear,143.91,9,2
2020,2020-02,168,Classic Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,292.0,4,2
2020,2020-02,169,Portable Outerwear,Fashion & Apparel,Outerwear,374.22,18,5
2020,2020-02,170,Deluxe Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,1189.83,17,6
2020,2020-02,171,Portable Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,2507.78,22,4
2020,2020-02,172,Compact Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,2282.22,18,5
2020,2020-02,173,Advanced Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,3259.8,20,6
2020,2020-02,174,Ultra T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,918.0,34,8
2020,2020-02,175,Ultra Outerwear,Fashion & Apparel,Outerwear,2266.0,22,7
2020,2020-02,176,Pro Outerwear,Fashion & Apparel,Outerwear,4104.0,36,10
2020,2020-02,177,Compact Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,5655.0,29,7
2020,2020-02,178,Premium Bags & Backpacks,Fashion & Apparel,Bags & Backpacks,1144.9,10,4
2020,2020-02,179,Eco Outerwear,Fashion & Apparel,Outerwear,1091.76,24,6
2020,2020-02,180,Eco Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,5646.81,39,10
2020,2020-02,181,Compact Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,300.0,5,1
2020,2020-02,182,Ultra Outerwear,Fashion & Apparel,Outerwear,447.86,14,5
2020,2020-02,183,Eco Accessories,Fashion & Apparel,Accessories,2357.82,18,4
2020,2020-02,184,Deluxe Outerwear,Fashion & Apparel,Outerwear,5339.7,30,6
2020,2020-02,185,Deluxe Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,5285.19,31,7
2020,2020-02,186,Advanced Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,1946.49,31,9
2020,2020-02,187,Advanced Swimwear,Fashion & Apparel,Swimwear,7109.64,36,10
2020,2020-02,188,Classic Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,4712.25,25,7
2020,2020-02,189,Premium Accessories,Fashion & Apparel,Accessories,2764.44,36,7
2020,2020-02,190,Eco T-Shirts & Tops,Fashion & Apparel,T-Shirts & Tops,4484.77,23,5
2020,2020-02,191,Eco Formal Wear,Fashion & Apparel,Formal Wear,7447.62,38,9
2020,2020-02,192,Compact Accessories,Fashion & Apparel,Accessories,4750.0,38,8
2020,2020-02,193,Deluxe Accessories,Fashion & Apparel,Accessories,2736.77,23,6
2020,2020-02,194,Eco Jeans & Trousers,Fashion & Apparel,Jeans & Trousers,4691.66,34,7
2020,2020-02,195,Classic Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,2242.11,39,11
2020,2020-02,196,Premium Formal Wear,Fashion & Apparel,Formal Wear,2879.8,20,4
2020,2020-02,197,Pro Dresses & Skirts,Fashion & Apparel,Dresses & Skirts,2799.65,35,8
2020,2020-02,198,Compact Sneakers & Casual Shoes,Fashion & Apparel,Sneakers & Casual Shoes,512.62,38,9
2020,2020-02,199,Deluxe Swimwear,Fashion & Apparel,Swimwear,2639.0,29,7
2020,2020-02,200,Deluxe Formal Wear,Fashion & Apparel,Formal Wear,187.0,11,3
